source_layer,source_pos,source_feature,source_type,target_layer,target_pos,target_feature,target_type,original_activation,modified_activation,activation_change,steering_scale,reduction_ratio,target_node_str,steering_nodes_count
0,3,10273,lorsa,0,3,13486,transcoder,2.4805715084075928,1.0112547874450684,-1.4693167209625244,0.0,-0.5923299191264818,"Node(id=1_13486_3, type=transcoder, layer=0, feature=13486, pos=3)",1
0,3,10273,lorsa,14,54,15619,transcoder,0.5415058135986328,0.39322757720947266,-0.14827823638916016,0.0,-0.2738257515718286,"Node(id=29_15619_54, type=transcoder, layer=14, feature=15619, pos=54)",1
0,5,10273,lorsa,0,5,13486,transcoder,1.9582043886184692,0.6591346859931946,-1.2990697026252747,0.0,-0.6633984226446249,"Node(id=1_13486_5, type=transcoder, layer=0, feature=13486, pos=5)",1
0,5,10273,lorsa,14,54,15619,transcoder,0.5415058135986328,0.37494978308677673,-0.16655603051185608,0.0,-0.30757939495605924,"Node(id=29_15619_54, type=transcoder, layer=14, feature=15619, pos=54)",1
0,9,7465,lorsa,0,9,12663,transcoder,1.3848077058792114,0.3466142416000366,-1.0381934642791748,0.0,-0.749702258206332,"Node(id=1_12663_9, type=transcoder, layer=0, feature=12663, pos=9)",1
0,9,7465,lorsa,13,14,12341,transcoder,0.8768914937973022,0.6287760138511658,-0.24811547994613647,0.0,-0.28294889584536165,"Node(id=27_12341_14, type=transcoder, layer=13, feature=12341, pos=14)",1
0,9,7465,lorsa,13,54,3932,transcoder,0.4565145671367645,0.33850863575935364,-0.11800593137741089,0.0,-0.25849324396708284,"Node(id=27_3932_54, type=transcoder, layer=13, feature=3932, pos=54)",1
0,9,7465,lorsa,13,55,14142,transcoder,0.6139975786209106,0.4882093369960785,-0.12578824162483215,0.0,-0.20486765095615353,"Node(id=27_14142_55, type=transcoder, layer=13, feature=14142, pos=55)",1
0,9,7465,lorsa,14,55,9044,lorsa,3.8024330139160156,2.032245635986328,-1.7701873779296875,0.0,-0.4655407133935603,"Node(id=28_9044_55, type=lorsa, layer=14, feature=9044, pos=55)",1
0,9,7465,lorsa,14,54,7964,transcoder,1.0550146102905273,0.8153278827667236,-0.2396867275238037,0.0,-0.22718806468262973,"Node(id=29_7964_54, type=transcoder, layer=14, feature=7964, pos=54)",1
